employee_id,fullname,area,position,department,division,directorate,grade,education,major,years_of_service_months,CEX,CSI,FTC,GDR,IDS,LIE,QDD,SEA,STO,VCU,rating_2025,iq,mbti,pauli,faxtor,disc,qtq,tiki,Papi_A,Papi_B,Papi_C,Papi_D,Papi_E,Papi_F,Papi_G,Papi_I,Papi_K,Papi_L,Papi_N,Papi_O,Papi_P,Papi_R,Papi_S,Papi_T,Papi_V,Papi_W,Papi_X,Papi_Z,strength_1,strength_2,strength_3,strength_4,strength_5,tenure_years,competency_mean,cognitive_index,is_top_performer,strength_count,grade_num,strength_match_score,success_score
EMP101032,Zaki Utama Pratomo,HQ,Data Analyst,HR,Product Dev,Commercial,IV,S1,Engineering,41,,0.010204082,,2,0.03030303,3,4,0.03030303,4,0.04040404,3,96,ENTJ,72,92,IS,29,4,,6,1,9,5,7,2,0.25,7,6,6,2,,7,1,7,,0.625,1,7,Positivity,Futuristic,Arranger,,Strategic,0.275167785,3.125,0.727898967,0,4,0.5,1,
EMP101033,Citra Saputra,HQ,Supply Planner,HR,Operations,Technology,IV,S2,Engineering,27,0.03030303,0.030612245,,3,0.03030303,4,,0.03030303,3,0.03030303,3,140,ENTJ,92,74,ID,32,7,,,3,3,4,2,6,0.125,9,5,6,2,0.875,8,6,9,7,0,7,2,Maximizer,Activator,Competition,Learner,Analytical,0.181208054,3.25,0.907003444,0,5,0.5,1,32.08082116
EMP101034,Citra Rohman,HQ,Finance Officer,Operations,Sales,Technology,V,SMA,Design,34,0.03030303,0.020408163,3,3,0.02020202,3,4,0.03030303,4,0.03030303,3,117,,69,23,,27,10,1,8,7,,1,,4,0.5,3,,2,3,0.375,3,1,9,9,0.375,1,,Consistency,Competition,Intellection,Ideation,Focus,0.228187919,3.1,0.566016073,0,5,1,1,30.43279998
EMP101035,Luthfi Zulfikar,HQ,Finance Officer,IT,Product Dev,Commercial,III,D3,Engineering,48,0.050505051,0.040816327,4,4,0.050505051,5,4,0.050505051,5,0.050505051,,119,ENFJ,96,95,ID,25,10,6,6,1,2,7,,,0.375,,5,,2,0.25,,7,5,8,0.75,4,9,Significance,Competition,,Individualization,Consistency,0.322147651,4.7,0.907003444,0,4,0,0,17.85705079
EMP101036,Mahendra Santoso,Distribution,Finance Officer,Finance,Product Dev,Technology,V,D3,Psychology,37,0.01010101,0,1,1,0.02020202,1,1,0.02020202,1,0.01010101,1,131,ENFP,100,99,SC,22,9,8,4,9,5,,2,1,0.125,1,5,8,6,,1,4,3,5,,5,4,Empathy,Self-Assurance,Focus,Belief,Intellection,0.248322148,1.2,0.962112514,0,5,1,2,
EMP101037,Rani Utama Gunawan,Store,Sales Supervisor,Finance,Product Dev,Commercial,V,S1,Psychology,2,0.03030303,0.020408163,3,3,,2,3,0.03030303,3,0.03030303,3,138,ENFP,28,58,SC,22,5,3,3,3,8,9,2,1,0.25,6,4,5,,0.75,1,6,6,7,0.625,1,2,Context,Consistency,,Significance,Positivity,0.013422819,2.888888889,0.583237658,0,4,1,0,
EMP101038,Ayunda Lestari Sinaga,Distribution,Sales Supervisor,R&D,Sales,Commercial,III,D3,Economics,43,0.01010101,0,1,2,0.01010101,1,0,0.01010101,1,0.01010101,1,124,,82,100,CS,32,8,1,5,9,3,1,5,3,0.375,4,5,9,5,0.75,7,7,6,7,0.125,4,9,Restorative,Woo,Individualization,Developer,Discipline,0.288590604,1,0.910447761,0,5,0,1,30.54238013
EMP101039,Fajar Pamungkas,Store,Supply Planner,Operations,Sales,Commercial,IV,SMA,Psychology,31,0.03030303,0.020408163,3,2,0.03030303,3,2,0.03030303,3,0.02020202,3,111,ISTJ,72,78,ID,29,2,3,6,3,7,6,3,6,0.875,1,2,6,2,,1,5,9,6,1,7,2,Discipline,Individualization,Belief,Arranger,,0.208053691,2.7,0.72445465,0,4,0.5,0,
EMP101040,Ayunda Hidayat,HQ,Finance Officer,Marketing,Product Dev,HR & Corp Affairs,V,S2,Business,73,0,0.010204082,3,2,0.02020202,3,4,0.03030303,,,3,,ISFP,99,56,IC,,1,3,9,1,3,3,8,9,1,9,1,3,9,0.75,8,7,1,3,1,7,2,Positivity,Restorative,,,Arranger,0.489932886,2.375,0.61423651,0,3,1,1,
EMP101041,Hana Dharma Hidayat,Plant,Brand Executive,HR,Talent Management,Technology,V,S2,Statistics,50,0.04040404,0.030612245,4,5,0.050505051,3,4,0.04040404,3,0.050505051,,,INTP,77,57,CS,35,1,6,4,1,1,9,9,2,0.375,6,6,3,7,0.875,,7,9,2,0.75,8,,Context,Arranger,Discipline,Responsibility,Competition,0.33557047,4.1,0.450631458,0,5,1,0,18.50608509
EMP101042,Lestari Utami,Plant,HRBP,Marketing,Digital Marketing,Commercial,III,S1,Business,5,0.04040404,0.020408163,3,4,0.03030303,4,5,0.050505051,,0.04040404,4,,INFJ,62,77,IS,,2,2,,9,2,7,3,4,0.875,7,8,1,7,0.125,4,5,4,1,0.875,7,9,,Woo,Discipline,Connectedness,Maximizer,0.033557047,3.888888889,0.528128588,0,4,0,0,13.35223541
EMP101043,Joko Rachman Setiawan,Plant,HRBP,Marketing,Digital Marketing,Commercial,V,SMA,Design,37,0.050505051,0.030612245,5,4,0.04040404,4,4,0.04040404,4,0.04040404,4,,ENFJ,50,50,SD,,9,4,5,5,6,1,2,9,0.125,3,5,1,7,0.125,4,,1,2,0.375,2,4,Restorative,Developer,,Futuristic,Activator,0.248322148,4.2,0.344431688,0,4,1,3,57.03183568
EMP101044,Nabila Lestari Sinaga,Store,HRBP,HR,Digital Marketing,HR & Corp Affairs,IV,S2,Psychology,58,0.03030303,0.010204082,1,1,0.03030303,1,,0.02020202,2,,2,94,ISTJ,98,22,CI,41,2,2,5,6,6,1,1,3,0.25,3,1,8,5,0.375,9,8,8,8,0,3,6,Individualization,Achiever,Positivity,Includer,Restorative,0.389261745,1.875,0.603903559,0,5,0.5,1,
EMP101045,Putri Mahendra,Store,Brand Executive,Operations,Digital Marketing,HR & Corp Affairs,V,S2,Engineering,59,0.04040404,0.030612245,5,3,,4,4,0.04040404,4,0.03030303,4,139,INFP,44,62,DC,21,9,6,9,1,8,8,3,2,0.75,7,1,9,8,0.125,1,9,9,,0,8,4,Restorative,Input,Deliberative,Relator,Command,0.395973154,3.888888889,0.665901263,0,5,1,1,
EMP101046,Rama Wibowo,Distribution,Supply Planner,IT,Sales,Technology,IV,S1,Statistics,56,0.03030303,0.020408163,3,2,0.02020202,2,3,0.02020202,2,0.01010101,2,119,ISTP,60,91,IS,35,7,6,8,6,,6,6,2,0.125,5,,8,7,0.625,7,8,7,9,0.875,5,5,Self-Assurance,Woo,Command,Relator,Futuristic,0.375838926,2.3,0.793340987,0,5,0.5,2,48.00617284
EMP101047,Lestari Ganesha Fauziah,Distribution,HRBP,Finance,Operations,Technology,V,S2,Statistics,55,0.03030303,0.010204082,3,3,0.03030303,3,3,0.02020202,3,0.02020202,3,89,ESFJ,82,80,SI,23,7,5,8,4,1,2,6,7,0,2,2,7,1,0.5,6,4,2,,0,3,7,Consistency,Relator,Intellection,Arranger,Self-Assurance,0.369127517,2.7,0.686567164,0,5,1,2,45.04546713
EMP101048,Rama Nabila Hasibuan,Store,Supply Planner,IT,Product Dev,Commercial,IV,S2,Design,51,0.04040404,0.020408163,2,2,0.03030303,3,3,0.02020202,3,0.04040404,,81,INTP,33,45,ID,30,5,5,4,2,1,3,,3,0.125,3,2,8,,0.875,7,2,6,6,0.375,5,3,Significance,Positivity,Learner,Deliberative,Empathy,0.342281879,2.9,0.386911596,0,5,0.5,0,13.7791442
EMP101049,Teguh Subekti,HQ,Sales Supervisor,Marketing,Product Dev,HR & Corp Affairs,V,S2,Design,25,0.03030303,0.020408163,,3,0.03030303,2,4,0.03030303,,0.02020202,3,,ENFP,67,70,DI,,6,9,6,1,4,4,4,3,0.75,,1,6,,0,3,1,2,1,0.5,5,8,Individualization,Arranger,Deliberative,Focus,Command,0.167785235,2.875,0.539609644,0,5,1,0,14.55232833
EMP101050,Dimas Saputra Herlambang,HQ,HRBP,R&D,Digital Marketing,Technology,V,D3,Design,23,0.04040404,0.030612245,4,4,,4,4,0.050505051,3,0.04040404,4,91,ENFJ,47,52,IC,17,10,7,1,7,7,3,7,1,0,,8,7,,1,7,5,9,8,0,6,3,Learner,Individualization,,Futuristic,Includer,0.154362416,4,0.466130884,0,4,1,1,
EMP101051,Bella Permadi,HQ,Supply Planner,IT,Talent Management,HR & Corp Affairs,V,D3,Design,74,0.03030303,0.010204082,3,2,0.03030303,3,3,0.03030303,3,0.03030303,,111,ESTP,52,41,IS,21,6,4,9,9,6,9,9,8,0.125,9,3,2,5,0.25,5,2,8,,0.875,9,2,Restorative,Responsibility,Deliberative,Futuristic,Relator,0.496644295,2.8,0.51435132,0,5,1,2,46.19321582
EMP101052,Nadia Zulfikar Sinaga,Plant,Supply Planner,HR,Talent Management,Technology,IV,SMA,Psychology,102,0.02020202,0.020408163,2,2,0.02020202,2,,0.02020202,3,0.02020202,2,,ISFJ,95,53,DI,33,5,2,,6,2,5,2,6,,8,9,8,,0.5,4,3,9,7,0,4,4,Competition,Activator,,Strategic,Empathy,0.684563758,2.222222222,0.519517796,0,4,0.5,1,
EMP101053,Evi Hartanto,Distribution,Supply Planner,Finance,Product Dev,Technology,IV,S1,Psychology,28,0.050505051,0.030612245,4,4,,3,,0.04040404,4,,,133,ISFJ,74,67,CI,33,9,5,1,1,1,9,,5,0.875,1,4,,5,0.25,,1,2,,,6,3,Arranger,Positivity,Input,Responsibility,Includer,0.187919463,4,0.807118255,0,5,0.5,0,
EMP101054,Yuni Erlangga Subekti,Plant,Sales Supervisor,IT,Sales,Technology,V,D3,Economics,12,0.01010101,0,1,1,0.01010101,1,1,0.01010101,1,,,118,,88,38,CD,28,5,3,9,,3,7,3,,0.125,4,5,9,2,0.625,7,9,2,2,0.875,3,,Responsibility,Significance,Arranger,Focus,,0.080536913,1,0.672789897,0,4,1,0,
EMP101055,Yoga Candra Hartanto,Distribution,Sales Supervisor,Operations,Product Dev,HR & Corp Affairs,IV,S2,Engineering,38,0.050505051,0.040816327,4,,0.050505051,5,5,0.050505051,5,0.04040404,5,118,ESFJ,63,69,ID,25,1,5,,4,9,6,8,3,0.25,3,4,9,2,1,3,5,9,8,0.125,5,5,Context,,Competition,Communication,Command,0.255033557,4.777777778,0.66934558,1,4,0.5,0,17.31409359
EMP101056,Umar Hartanto,HQ,Finance Officer,Marketing,Product Dev,Technology,V,S1,Psychology,33,0.02020202,0.010204082,1,2,0.03030303,2,1,0.02020202,1,,2,,,76,52,DI,,2,5,8,9,3,4,7,,0.25,8,2,6,6,0.375,5,3,7,8,0.5,,8,Belief,Communication,Command,Arranger,Focus,0.22147651,1.777777778,0.464982778,0,5,1,0,
EMP101057,Dinda Anggara,HQ,HRBP,R&D,Operations,Commercial,III,SMA,Business,44,,0.020408163,3,3,0.02020202,3,2,0.02020202,2,0.01010101,2,119,ENTP,20,99,,28,3,5,8,5,6,1,,9,0.875,6,3,,4,0.5,4,5,7,6,0.75,4,,Communication,Restorative,Achiever,,Deliberative,0.295302013,2.333333333,0.645235362,0,4,0,1,
EMP101058,Umar Yulianto,HQ,Data Analyst,Finance,Operations,Technology,III,S1,Engineering,31,0.01010101,0,1,1,0.01010101,1,1,,2,0.02020202,1,110,ENTJ,70,21,ID,18,3,7,1,3,9,,2,7,,8,1,3,1,0.625,2,7,5,,0,5,6,Positivity,,Strategic,Learner,Woo,0.208053691,1.222222222,0.483352468,0,4,0,0,
EMP101059,Tania Fadillah Firmansyah,Plant,Brand Executive,Operations,Product Dev,Technology,V,D3,Psychology,78,0.04040404,0.030612245,5,,,4,4,0.04040404,4,0.04040404,4,134,ISTP,24,64,IC,28,1,5,,,1,8,9,1,0.375,7,6,3,9,0.25,9,5,8,2,,,,Connectedness,Developer,Relator,Learner,Ideation,0.523489933,4.125,0.583237658,0,5,1,0,
EMP101060,Galih Fauziah,HQ,Finance Officer,Finance,Product Dev,Commercial,V,S2,Statistics,52,0.02020202,0.020408163,3,4,0.03030303,2,,0.03030303,3,0.02020202,3,84,ISFJ,42,69,CI,30,7,4,,6,3,3,8,6,0.625,1,5,,4,0.625,6,6,4,7,0.875,6,2,Analytical,Arranger,Belief,Deliberative,Positivity,0.348993289,2.777777778,0.517795637,0,5,1,0,18.3690164
EMP101061,Ayu Handayani,HQ,Supply Planner,Marketing,Product Dev,HR & Corp Affairs,V,S2,Economics,53,0.02020202,0.010204082,2,3,0.01010101,,3,0.02020202,3,0.03030303,2,,ENFP,91,33,IS,,2,6,1,9,2,8,2,1,0.25,8,6,6,9,0.875,,9,9,2,0.5,6,1,Competition,,Self-Assurance,Relator,Analytical,0.355704698,2.333333333,0.442020666,0,4,1,1,30.95965573
EMP101062,Rifqi Jatmiko Wijaya,Plant,HRBP,Marketing,Digital Marketing,Technology,III,SMA,Design,4,0.050505051,0.040816327,4,5,0.04040404,4,4,0.050505051,,,4,,ENTP,91,68,CS,,5,8,2,7,1,8,6,9,1,2,5,2,8,0.125,7,6,2,3,0.25,6,6,Discipline,Belief,Restorative,Learner,Responsibility,0.026845638,4.5,0.660160735,0,5,0,1,
EMP101063,Rendra Kusuma Siregar,HQ,Data Analyst,HR,Talent Management,Technology,III,D3,Business,35,0.03030303,,4,,0.03030303,,3,0.03030303,3,0.02020202,,86,ESFJ,54,95,CS,31,2,5,2,9,5,4,5,3,0.5,,8,7,2,0.375,5,9,3,8,0.5,2,7,,Connectedness,Adaptability,Communication,Analytical,0.234899329,3,0.641791045,0,4,0,0,
EMP101064,Oktavia Mahendra,HQ,Brand Executive,Operations,Sales,Commercial,III,S1,Psychology,78,0.01010101,0.010204082,,,0.01010101,1,1,0.01010101,1,0.02020202,1,122,INFJ,82,61,,25,3,5,4,1,8,7,3,8,0.875,4,4,4,2,0,5,8,3,2,0.25,4,6,Developer,Empathy,Intellection,Adaptability,Deliberative,0.523489933,1.25,0.727898967,0,5,0,1,28.92882956
EMP101065,Nabila Kusuma Gunawan,Plant,Supply Planner,Finance,Digital Marketing,Technology,V,S1,Design,13,0.050505051,0.040816327,5,4,0.050505051,5,5,0.050505051,5,0.050505051,5,140,INFP,92,98,SI,37,5,1,1,6,2,3,5,3,0,5,7,2,1,0.125,4,4,,8,0.75,6,8,Intellection,,Context,Focus,Belief,0.087248322,4.9,1,1,4,1,1,33.9875197
EMP101066,Novi Hartanto,Store,Supply Planner,R&D,Sales,Technology,III,S2,Business,27,0.01010101,0.020408163,2,3,,2,2,0.03030303,2,0.01010101,2,85,,96,58,SD,35,6,3,1,1,,6,2,8,0,9,3,3,6,0.375,,3,3,4,1,,5,Achiever,Restorative,Self-Assurance,Intellection,Connectedness,0.181208054,2.111111111,0.683122847,0,5,0,3,
EMP101067,Galih Kusuma Ramadhan,Distribution,Brand Executive,R&D,Sales,HR & Corp Affairs,IV,SMA,Design,1,0.01010101,0.020408163,,2,0.03030303,2,1,0.02020202,,0.02020202,2,113,INFJ,34,100,IC,17,9,8,6,8,1,6,4,3,0.75,,4,5,7,0,5,8,7,4,0.25,8,1,Command,Arranger,Restorative,Significance,Belief,0.006711409,2,0.659012629,0,5,0.5,1,27.29704965
EMP101068,Kurnia Erlangga Maulana,HQ,Brand Executive,Marketing,Product Dev,HR & Corp Affairs,III,S2,Business,52,0.02020202,0.010204082,3,,0.03030303,4,4,0.03030303,2,0.04040404,3,,ESFP,49,23,DI,,2,7,,8,1,9,8,6,0.625,5,8,9,4,0.125,,4,2,4,0.125,4,9,Woo,Discipline,Connectedness,Ideation,Adaptability,0.348993289,3,0.143513203,0,5,0,0,7.456175573
EMP101069,Ayu Erlangga Kurniawan,HQ,Data Analyst,Operations,Talent Management,Commercial,IV,D3,Psychology,52,0.02020202,0.020408163,2,1,0.02020202,2,1,0.02020202,2,0.03030303,2,123,INTP,95,42,SD,20,7,3,5,6,6,3,5,2,0.375,5,9,6,3,0.25,6,,2,1,1,9,3,Arranger,,Developer,Activator,Communication,0.348993289,2,0.707233065,0,4,0.5,1,31.67626947
EMP101070,Nugroho Hasibuan,Plant,Data Analyst,HR,Operations,Commercial,V,S2,Business,52,0.04040404,0.040816327,5,4,0.03030303,5,5,0.03030303,,0.04040404,4,94,ESTJ,50,51,CD,35,7,1,5,6,1,5,3,3,0.25,2,7,1,7,0.875,3,6,7,5,0.375,1,7,Positivity,Self-Assurance,Strategic,Maximizer,Arranger,0.348993289,4.222222222,0.535017222,0,5,1,1,32.48353796
EMP101071,Wulan Pratama,Store,Supply Planner,IT,Operations,Commercial,V,D3,Statistics,29,0.04040404,0.030612245,4,3,0.02020202,4,3,0.04040404,4,0.02020202,,122,ENTJ,58,47,IS,22,2,8,7,1,7,2,7,4,0.125,1,8,7,3,0.5,9,6,8,5,1,5,7,Ideation,Intellection,Input,Woo,Maximizer,0.194630872,3.4,0.583237658,0,5,1,1,31.96078244
EMP101072,Adi Pramudita Indrawan,Plant,HRBP,Finance,Product Dev,Commercial,III,S2,Engineering,15,0.02020202,0.010204082,2,2,0.02020202,2,2,0.02020202,2,0.02020202,2,138,INTP,22,67,CD,29,5,6,6,2,1,7,3,8,0,3,7,6,4,0.375,6,1,6,6,0.625,2,2,Individualization,Significance,Consistency,Futuristic,Belief,0.100671141,2,0.617680827,0,5,0,1,26.12669561
EMP101073,Nabila Utami,Store,Sales Supervisor,Marketing,Sales,HR & Corp Affairs,V,D3,Business,56,0.03030303,0.020408163,2,2,0.02020202,2,2,0.01010101,2,,2,,ESTJ,93,86,CI,,7,1,1,9,1,6,6,8,0.875,,5,9,6,0,4,5,3,7,0.125,9,1,Empathy,Restorative,Maximizer,Discipline,Analytical,0.375838926,2.111111111,0.786452354,0,5,1,1,
EMP101074,Nabila Aji Kusuma,Plant,Brand Executive,Marketing,Sales,HR & Corp Affairs,IV,SMA,Psychology,63,0.02020202,0.020408163,2,1,,2,2,,2,0.01010101,,,ENFP,37,23,ID,,6,1,3,3,5,8,3,6,0.625,2,8,6,1,0,1,,5,7,0.875,3,3,Includer,Intellection,Strategic,Achiever,Maximizer,0.422818792,1.875,0.097588978,0,5,0.5,1,
EMP101075,Hadi Wijaya Gunawan,Plant,Supply Planner,R&D,Sales,Commercial,III,S2,Design,97,0.03030303,0.020408163,2,4,0.02020202,4,2,0.04040404,3,0.03030303,3,103,ISTP,26,70,DC,20,10,2,2,7,5,8,8,4,0.125,3,7,9,9,0,4,3,6,4,0.25,4,7,Context,Self-Assurance,Discipline,Futuristic,Intellection,0.651006711,3,0.507462687,0,5,0,3,56.11287522
EMP101076,Satya Pamungkas,Store,Sales Supervisor,Operations,Product Dev,Technology,V,S2,Psychology,63,0.03030303,0.010204082,3,3,0.03030303,4,3,0.02020202,2,0.03030303,3,80,ENFJ,66,54,SI,31,10,,9,3,5,5,4,9,,,7,6,6,0.375,4,8,2,5,0.375,,5,Developer,Arranger,Command,,Relator,0.422818792,2.8,0.548794489,0,4,1,0,
EMP101077,Hana Dharma Maulida,Store,Supply Planner,R&D,Product Dev,Commercial,III,S1,Economics,46,0.04040404,0.020408163,4,4,0.04040404,4,4,0.04040404,4,0.04040404,4,96,ESTP,74,92,IS,21,6,9,7,7,2,5,4,9,0.5,2,8,3,3,0.375,7,8,,5,0,1,,Competition,Input,Discipline,Deliberative,Strategic,0.308724832,3.9,0.714121699,0,5,0,0,13.82790444
EMP101078,Satya Saputra,Distribution,Sales Supervisor,R&D,Sales,Commercial,III,SMA,Business,97,0.04040404,0.020408163,5,4,0.04040404,4,4,0.04040404,4,0.050505051,4,135,INTJ,59,54,,14,10,9,1,9,5,6,5,3,0.875,6,,3,5,0.125,3,,,,0.125,8,3,Ideation,Belief,Futuristic,Individualization,Woo,0.651006711,4.1,0.655568312,0,5,0,1,30.53458805
EMP101079,Bayu Sinaga,Plant,Sales Supervisor,R&D,Operations,Technology,IV,D3,Economics,5,0.03030303,0.020408163,,4,0.02020202,2,99,0.03030303,2,0.03030303,3,127,INTJ,70,90,CS,27,9,8,3,1,8,6,7,3,0.25,2,4,3,6,0.5,2,6,6,8,0,8,9,Harmony,Input,Deliberative,Woo,Futuristic,0.033557047,13.44444444,0.831228473,0,5,0.5,1,29.23676961
EMP101080,Galih Zulfikar Ramadhan,HQ,Brand Executive,Finance,Sales,HR & Corp Affairs,III,S1,Business,29,0.04040404,0.020408163,3,3,0.03030303,2,4,0.03030303,3,0.04040404,3,128,ISTJ,66,37,CS,19,7,2,7,9,9,4,1,3,0.75,1,8,1,8,0.25,7,6,7,6,,1,1,Includer,Ideation,Restorative,Analytical,Positivity,0.194630872,3.2,0.603903559,0,5,0,1,
EMP101081,Putri Nabila Rohman,HQ,Brand Executive,Finance,Digital Marketing,Commercial,III,SMA,Psychology,53,0.04040404,0.030612245,4,3,,,4,0.04040404,3,0.04040404,4,124,ENFP,27,42,ID,30,7,6,2,5,8,1,7,1,0,7,,5,5,1,6,3,3,5,0.25,4,,Strategic,Communication,Consistency,,Competition,0.355704698,3.75,0.510907003,0,4,0,0,
EMP101082,Rani Permadi,Store,Brand Executive,Operations,Talent Management,Technology,III,S1,Economics,43,0.04040404,0.040816327,5,5,,4,5,0.050505051,5,0.050505051,5,94,ESTJ,29,95,CI,26,5,1,1,8,7,8,5,8,0.625,7,8,7,2,0.25,3,6,2,7,0,2,7,Self-Assurance,Significance,Discipline,Input,Belief,0.288590604,4.777777778,0.576349024,1,5,0,1,
EMP101083,Adit Salsabila,Distribution,HRBP,Marketing,Talent Management,Commercial,IV,SMA,Psychology,29,0.02020202,0.010204082,2,3,0.02020202,2,2,0.01010101,1,0.02020202,2,,ISTP,58,39,CI,,9,1,8,8,8,1,4,5,1,9,3,1,9,,9,5,3,4,1,7,9,Self-Assurance,Context,Belief,Individualization,,0.194630872,1.9,0.327210103,0,4,0.5,1,
EMP101084,Fitri Hartanto,Plant,Finance Officer,R&D,Operations,HR & Corp Affairs,IV,S2,Design,47,0.050505051,0.030612245,4,5,0.04040404,4,3,0.04040404,4,0.04040404,4,139,ENFP,48,56,ID,32,7,1,5,,1,1,6,9,0.25,9,3,2,2,0.125,9,2,8,9,0.875,3,9,Discipline,Self-Assurance,Arranger,Empathy,Communication,0.315436242,4.1,0.690011481,0,5,0.5,1,31.19820408
EMP101085,Rendra Maulana,Distribution,Sales Supervisor,Operations,Operations,Commercial,V,SMA,Design,120,0.03030303,,,3,0.04040404,4,4,0.04040404,4,0.04040404,4,94,ENFJ,99,54,CS,36,10,9,2,8,9,3,1,,0.375,1,3,7,7,0.625,2,6,7,5,0.75,9,3,,Context,Harmony,Maximizer,Ideation,0.805369128,3.75,0.727898967,0,4,1,0,
EMP101086,Nugroho Maulana,Store,Data Analyst,R&D,Digital Marketing,Technology,III,D3,Psychology,3,0.03030303,0.020408163,3,4,0.04040404,3,3,0.03030303,3,0.03030303,3,116,ENFP,62,32,CD,22,5,3,1,3,,4,2,2,0.75,5,1,8,8,0.75,5,3,6,7,0.125,1,6,Strategic,Deliberative,Analytical,Includer,Input,0.020134228,3.2,0.535017222,0,5,0,0,12.86537129
EMP101087,Rendra Saputra Gunawan,Store,Brand Executive,Operations,Talent Management,Commercial,IV,S1,Design,86,,0.020408163,3,4,,3,2,0.02020202,3,0.03030303,3,81,INFJ,58,71,SD,26,3,7,1,7,3,7,,1,0.75,1,6,6,7,0,4,9,,4,0.625,5,4,Connectedness,Responsibility,Belief,Developer,Woo,0.577181208,2.875,0.541905855,0,5,0.5,0,
EMP101088,Rama Jatmiko Gunawan,Store,Sales Supervisor,Operations,Sales,Technology,V,D3,Economics,54,0.02020202,0.010204082,3,1,0.01010101,2,3,0.01010101,2,0.02020202,2,114,ENFP,99,73,SC,27,1,6,2,9,2,5,3,5,0.75,8,5,6,1,0.375,5,1,3,8,0.25,8,2,,Woo,Restorative,Connectedness,Achiever,0.362416107,1.9,0.800229621,0,4,1,1,33.0929791
EMP101089,Nabila Salsabila,Distribution,HRBP,HR,Talent Management,Technology,III,S1,Business,33,0.050505051,0.030612245,3,4,0.03030303,4,3,0.04040404,3,0.03030303,4,127,INFP,95,79,CI,17,1,6,9,6,2,1,7,3,0.5,3,7,5,3,0.5,9,7,5,1,0.375,8,,Learner,Intellection,Woo,Strategic,Relator,0.22147651,3.6,0.817451206,0,5,0,1,31.03058044
EMP101090,Bella Fauziah,HQ,Data Analyst,IT,Sales,Commercial,III,S2,Business,74,0.02020202,0.030612245,3,3,,3,2,0.03030303,3,0.03030303,3,129,INFP,82,48,DS,32,4,,2,5,8,2,3,3,0.875,8,,1,8,0.125,6,1,,2,0.375,7,4,Individualization,Adaptability,Woo,,Input,0.496644295,2.888888889,0.7347876,0,4,0,0,
EMP101091,Ari Saputra Pamungkas,HQ,Sales Supervisor,R&D,Sales,Commercial,III,SMA,Engineering,11,,,2,,0.02020202,3,3,0.04040404,4,0.03030303,5,117,,58,36,CS,31,7,,4,5,3,3,2,4,0.875,3,4,9,9,0.875,7,3,8,,0.375,1,5,Maximizer,Consistency,Focus,Achiever,Restorative,0.073825503,3,0.576349024,1,5,0,1,
EMP101092,Rani Gunawan,HQ,Brand Executive,Operations,Product Dev,Commercial,III,D3,Design,57,0.04040404,0.030612245,3,4,0.04040404,4,5,0.04040404,4,0.04040404,4,104,INFP,51,30,ID,16,4,4,,6,2,,7,6,0.5,3,9,,,0.375,4,5,4,9,0.25,,7,Connectedness,Achiever,Strategic,Responsibility,Analytical,0.382550336,4,0.424799082,0,5,0,0,12.13543843
EMP101093,Joko Iqbal Lestari,Distribution,Finance Officer,Marketing,Sales,HR & Corp Affairs,III,SMA,Economics,60,0.03030303,0.020408163,3,3,0.03030303,3,2,0.02020202,3,0.03030303,3,,ENTJ,22,64,SD,,1,6,2,7,2,,3,8,0.75,6,1,5,1,0,3,4,4,3,0.75,5,6,Arranger,Achiever,Focus,Significance,Relator,0.402684564,2.8,0.218140069,0,5,0,0,10.19142215
EMP101094,Novi Zulfikar Handayani,Plant,Sales Supervisor,IT,Digital Marketing,Technology,III,D3,Engineering,27,0.03030303,,,3,0.03030303,4,3,,3,0.04040404,3,120,INTJ,66,73,SI,27,8,,7,6,9,8,2,1,0.125,,9,9,1,0.875,1,4,,4,0,7,1,,Activator,Positivity,Consistency,Arranger,0.181208054,3.285714286,0.731343284,0,4,0,1,
EMP101095,Nadia Simanjuntak,Distribution,Sales Supervisor,Operations,Talent Management,Commercial,III,S2,Economics,9,0.050505051,0.030612245,5,5,0.050505051,5,3,0.04040404,4,0.03030303,,106,ESFJ,21,34,SC,29,2,5,4,1,7,,6,7,0.75,5,8,,5,0.75,2,8,,2,,9,,Woo,Focus,Strategic,Arranger,Developer,0.060402685,4.3,0.380022962,0,5,0,0,
EMP101096,Rizka Wijaya,HQ,Data Analyst,Marketing,Talent Management,Technology,V,D3,Economics,43,0.050505051,0.030612245,4,4,0.050505051,3,5,,3,0.04040404,4,,ENFP,26,38,SD,,6,7,2,6,9,3,4,8,,7,,3,9,0.25,6,9,6,8,1,,6,Adaptability,Context,Futuristic,Arranger,Developer,0.288590604,4.111111111,0.120551091,0,5,1,1,
EMP101097,Bayu Mahendra,Store,Finance Officer,Marketing,Sales,Technology,III,S2,Statistics,38,0.02020202,0.020408163,2,2,0.01010101,1,3,0.02020202,2,0.02020202,2,,ENTJ,23,48,SD,,4,8,9,2,3,,,8,0.125,5,7,2,5,0.25,9,1,6,7,0.75,5,2,Responsibility,Maximizer,Learner,,Input,0.255033557,2,0.149253731,0,4,0,0,7.404455253
